Wallet, Amount
0xB70f10337DBd6e0F7ede08C7817931c7dA06828D, 520063000000000
0x6b19343Fb996A1e6015Ca62A89bD32a52e6ed6E8, 9719000000000
0x9fA82a0e0777780Cd42341AFCa05EA57A0DD6d57, 245751000000000
0x3C436069e8280bD558d0e389946fFb404c250F79, 182007000000000
0xaa6da4A9F6A57205d96EBAD46Ad12e6440DD16a3, 143944000000000
0xD00D012784B8A847D25B275B01809dFe85e4c5ec, 372657000000000
0xaD9777Ac64ffa33Bba477F416f2Fe9b722249275, 958030000000000
0xA8b653E3d454a3F5A97cfe0B636a2A811DeeCB4E, 574380000000000
0xC5450e828cb9f9E33DC8566785B5B5A1412bf8b8, 507820000000000
0xcc9D3DD3F433De6c14E8881B13D4BcfE1A3E59f5, 295105000000000
0x15b299Ae212C5346736e9b4512E2a0989C14C40F, 73463000000000
0xbA621DdECCC7475A05b0B21d894b5895C0F0F74e, 267156000000000
0xc1F8b67d0f51A0140b84A70b6Aa07148869583a4, 276428000000000
0x3F014D2f579a47c7F3faEf1dB339153ac4b4cd05, 252714000000000
0xF52639a757586EA8cEe7F6F76aFA89370915C415, 647784000000000
0xe1eef2FA8C7060d3a3BD9A49957DcD8dE671068e, 1006012000000000
0xB2C27Cd49E3E3847626a60c52C3C56DC644e6b3E, 565190000000000
0x5a6874Da8701fDcD64A2d3F4c55119f754F26415, 372813000000000
0x335FC69A5bB686c63a4beEfdA84CF47C3Eb5E541, 310594000000000
0x70560534D6c8beeb6BA30Bd02c63D3117286988f, 480089000000000
0xbbc0653097E05a6BE9Fa29881101D90928c19aee, 830475000000000
0x19eb28d26057971c051B91a2794b28A397B8FC5D, 49347000000000
0xb0686e5fC7C0041ecb3c0865A9D36E1B6b14D98E, 2008246000000000
0x6d693a89778b9c6E823BfBAbfA11d4274FC1641f, 430995000000000
0xAEAA172bfab173aCD149C1C83dcd55d2eDd2Eb43, 221850000000000
0xF897aCCE2e022d93CCf295F200b33A97f91AF648, 17068000000000
0xAc2C1EfB9cd52D29A174a515937EB59cAABAfA29, 147550000000000
0xf08be03b05B2862eF103d2598FebD23dFbc1446E, 18390434000000000
0x2c43e2c9c28a1527320C2D0F7b4516D10Aa19497, 406121000000000
0x355527b8971e0DBF1b796868877077f5C8943652, 1102452000000000
0xE9fA99e073677d985ba50208390DDBfcF13a1978, 5842997000000000
0x0388b1791DA3CB02f0B0617cC1BbB5D86ddd8942, 11587000000000
0xCFf541a6189FF1AA33d842a257af1D8cdB4cb261, 541844000000000
0xA33e0910e0d77a603A18c934813aC54f77C5DB89, 108807000000000
0x724294fA8a27d1e2A1c3677B7895Ef27B6fbd1B3, 122217000000000
0x66F8F2F7F624CB75dC8e9C2bF1c964EaF42Da0d9, 235832000000000
0x9F91427A30A5ca0fA6636A4F8EB36CEeABda3A07, 1097097000000000
0xFB41EB47b2B06A8f178975427B5B522cb3094FE6, 261143000000000
0xC6bb6d51D9923E8F69aDd2646bD88494D5CDD255, 139284000000000
0x57749CDf6d9A9dF060409E0531C14F1e3Ed202b5, 105275000000000
0x72c5aD9eA998f4146F46280D96b080A10fF87647, 502806000000000
0xB75BdE90969ad19d94AC56305B1a12C30526410b, 3422697000000000
0x203Dfb4e956d0D3D45788577E3576b6E7E8C699F, 155000000000000
0x23E3b977871ECC4ffDDdD44C6d29dAD0864C17a6, 47252000000000
0x5A1431c80Eb368446FdCFFe63ce8A59E20DCE32A, 20058000000000
0x4885b91e5d2439a01075c7173A10F7AB63CF38E1, 224062000000000
0x886646E6F4123aE46F21575651bdb0f77Cd968f1, 137533000000000
0x5ee3D0F35aa1Ba9B253C5c67dB5d911f50b5af71, 142249000000000
0xd0F954868A8fC55242b58179e3aB82fA5A26f39E, 128952000000000
0xfA29DCce20888FaE560A843C8A186B26A5f5F888, 695150000000000
0xf411875991ecA57EA21b279385330e48f26E7245, 1101677000000000
0x4Faa378932D58812B4aB623edEC40E213Ef7f206, 1212649000000000
0xc66F48EaCC2E0E3609F7c287A209879c5C0d2ADA, 206235000000000
0x94cc68D03780908C693120f81Eb1a72DC6c02636, 153742000000000
0x059811Cd2D506ECC8dBfc8c2d0962D4f5E135832, 215700000000000
0x9f15DcFec2Cb8fbB20518237ED5fe53C7F5B502e, 508612000000000
0xC825132997dD81e4368eeD6532922d7De0FD3329, 1206488000000000
0x9536962067497aABe455f7861D5A0d1DBD24Df72, 69122000000000
0x9FfdC65b1db61BA6C73a519521BAa49Fb25F8608, 251876000000000
0xf87bCddB89d6F69f7cb4a48529E00f3df6535261, 81373000000000
0xEE4735012E4d795327baE8F3F7C9B0323AbB8e64, 845719000000000
0x7268ca40940e6B146a54696cd672993e9958A17A, 1017440000000000
0x2B52A923d933Fe6eE6f1Afa186b9cAc1Ed00330E, 409544000000000
0xEC0DffB16fe2E1672C8d04aD08a0094583eAA4Be, 66600000000000
0x32df247372Aa5084F969f11e4182Bbd011191B64, 111982000000000
0xe889FE9a4CADA78D01f68e715F716AD3a1fA4Ae8, 79645000000000
0xa068b01a2Ca0afEFDc0a8eae34Bc558dBfa20026, 134161000000000
0x14E8D52c229AdFcF89b9E5e8f8f889ef9a8e2621, 417418000000000
0x25CB3621dba972784e2C4937002A519A1CfE838D, 22997000000000
0x8268bF7876A62D4cc99f17926d23e443EF3B6a61, 996909000000000
0x09aEC27850eA800Cc929c166D826677d3016F43E, 1500260000000000
0x2572FdFa2cD6f899EDE93fa5195dA2C868687313, 93292000000000
0xbC5714779C0f83Da9AEd82E5A982ca5764b8668B, 263756000000000
0x861B574bB2F2d0199A537D669Ce0b40f9559F4f0, 3555754000000000
0x6C4B574fE0E79B2EDAd3aE606245024AeDdf2451, 482819000000000
0xA213081106333508C5d33212Cf5ff30Dd8B42695, 15906349000000000
0x97Eb5846fDfA9b0D22852D235084d85015b43053, 210241000000000
0x234c55031160673D4140Fc2beA5d3290A88bf303, 119048000000000
0x07EF379b72ccE714c53485D21d9a5DC12cE72D06, 91103000000000
0xBeFd650016C12BfB789B5C0b5A65E5A299112398, 28721000000000
0x4aDF7405475bDDB59cBCbe67B8e21d8307110511, 156246000000000
0x1Ed2B4Bbbb9d32B488e4F4F3BBabdBf3b7cC7f05, 552610000000000
0xCFAee26CE1c4Af4fa74C6dfBbC7065F2FC3Ae0d5, 1002786000000000
0xD4B7963F85291d0318bAd8A8cAF86434e7fa8Cd3, 589945000000000
0xFcA04D8FcAE7f3dB589E6A9F119d5c72C0C37cC2, 861063000000000
0xd5BA00C72dB7a54B02957cea48405bb3DB7617F1, 648965000000000
0xaF9c139d4F57d514a2f19Bdd65940612bcE36F41, 81980000000000
0xe91E0DE8f196C562B44b2e5c66444Eb3DEEEfd93, 1387243000000000
0xCE4C7463bc4B2e44Ec6F1398aC5b14F9540C8F46, 1261461000000000
0x1035231112ff53c025a2739850C3c33c064A4f79, 19848834000000000
0xf0Ea114Bb7494A8488Abf89d69192CdD2C16b138, 76312000000000
0x42613a211a872E58f31F94a9a1f68a9f3CD1f6D4, 571631000000000
0x30Fe7100f24C595be5AA9e3918B99BA3D8Fa20c3, 5112034000000000
0x0edcC02A16086b37bec424770B075f407C2d8E56, 36882000000000
0xEBbe9207Bb6468Ce77B0a9B03D7f9b51CC74739b, 700708000000000
0x3F3863Af59359b1184bff934fcedd1463b53A793, 191055000000000
0x1498e39a9002081fd8ab92e25dBF936E8eA2F556, 139425000000000
0x86f5376aE1b48079a69676b1148E917BcdAf78a0, 220319000000000
0xebc8f9dd06e59ac9Ab54C0e4593CD20581C80D07, 116969000000000
0x30548955800643fd6D0a65F6ED6d773CFAdcf001, 106735000000000
0xdb8F49d713e257c9EDdA232b0fa866688A46DeD4, 444239000000000
0x76da6991745e897f06A91273F2a9A64180cB99A3, 504648000000000
0x40Bd48F6c5DE5077c71797B12D64Ef99C453F835, 166395000000000
0x385d569c7747a953212a0623F6262279890294Eb, 159690000000000
0xD6BB9238dAB437eB3DEC6d425589fb991D9482Bb, 653059000000000
0x92461F8d06b11FB40aBFBe9c1AdC7014C4d6CE03, 173550000000000
0x785638267A07A37F0319b0F98Fa9182C927B3b76, 206267000000000
0x55d79Ade05dc09A1De7Be0D6B76222648ADac636, 28829000000000
0x550Ac1888b2bf2D0fA2f4DF61B3590D22dC9F717, 17204000000000
0xe21e38808D60A2811b607ec58c3ee3710f5D183f, 979880000000000
0x87a661dc1E7c10410272D971919a4c30D693f02a, 228936000000000
0x2DA8dE1d1eB713312cAA58BfC2eCa6838c8b2A9e, 2537164000000000
0x3c95a3C603bfC2dFBd0Cddb9623BE334B738fFBa, 113224000000000
0xFa1F6c3Ac981a793BDb301725fe933D110949Cda, 634588000000000
0x2835e43460A5eb254f012365369d7D95191E6cA0, 2639728000000000
0xbB991A5c3F0151a5637889aFc1e9735ea4e12012, 582726000000000
0xe3C0786F4989d98E43cDBF51221050eFDfDee7CD, 198711000000000
0x1DAa4b40B5A3f0bA51390422D3F896fcFdc986Cc, 151348000000000
0x3cE810a7d9C6e78AFe7E91f4fB599146a88d5eD1, 561816000000000
0xb24ba244086d77f66985B9df22990E8BeDed6221, 1892552000000000
0xb8176543bB1cB068D1Ef9b81E3f33b180e88780f, 18173000000000
0x2C914Ad20c7a411579e795c6D1b69fDc2AC2E6f6, 257279000000000
0x1548E74031D7Fa87420C7C550c25b8eb6E648Fe8, 761922000000000
0xC301ED4B0DD11513B9cFb0EFBf952A609767c79e, 181606000000000
0x6f3BFCB76B70eAb99A49BC24568435BE1B461d5b, 117139000000000
0x09fB2f0A41A11d5E59D6556B7D21a6f9E18E3469, 1594301000000000
0x7337C23Bd6893f2eEc25Fed7950193dd86652217, 319231000000000
0x44b44286573E374a3a5D6D969c718Cc5CaA16908, 460617000000000
0xcCC04423Cc13ca27386d479Cf7B2913749Aa3938, 49603000000000
0x74df7b3Fc6126dA2efCCa66e9A680E68a0E0E622, 7742262000000000
0x15f46f4E88570af0760Fa742Cd4B59F5D77c4ca9, 428208000000000
0x427302cAB2f86898CCDE17D3a9B5841Dc58D0094, 142820000000000
0x2179000506648FE34343d5d4204709DA5931E81C, 445448000000000
0x289e82197a2a19aaf7D0F2e3DE4fA3D2E45b1bDe, 1166394000000000
0xF1960c6bd594aa4802303F1d781a0D1484fe432b, 18883000000000
0xcf0b1624f7d539017d10c811CB9f5bfa3d3Ac218, 497136000000000
0xb2835A6E79c574dF5b18d65053419b98424A038F, 322335000000000
0xe9592C36ac94413b74b0dAE709EbCe180B314465, 61594000000000
0x7Da3aC3d7aa589EB5368Ff1219acA339E9B4d14c, 174475000000000
0x55b3490f688afc575596Cb0F23f601ba3E0ff611, 221102000000000
0xc26b1185896d028815c1225A954a273A68a15daa, 336727000000000
0xc3d67F6f9b23EF16fa033393a9059bbB4EA5809e, 200154000000000
0xbd3E3D4d28E648068316a89D19c1d08C9db78B33, 50430000000000
0x3142b6b8427400F701ff8285C8a73D98C5E59C41, 41939000000000
0xc67cb6c17622DbcC00e0e076B34E9E8b130928D5, 376021000000000
0x822b1F97c34d3243d5C19598c65aD6Ed0dDC18A5, 33436000000000
0xa352fE9B23f17754178457a5359EF1C08C1421eb, 2675993000000000
0x5D76D8428b6Cd6aB0A7520a8F72A4a6a1193eb98, 32782000000000
0x911a33Cd130D9d8f4cF93cf2e23814Bab4933839, 571042000000000
0xCb3aeC11994448BadC85823dCF67DF85C2443846, 1577626000000000
0x8afd6c98FD794e1AeFd1798Ea370D70BcA3199C3, 348118000000000
0xbF8A73F640260b299d363B8faBc78cE6fcf2C65B, 186716000000000
0x3DAa26f6eAD4F1BAc29d1336Af9ae45926ECe155, 304551000000000
0x5F1552831669a3eC31D9D8dB58F79e23E01aa16E, 59510000000000
0x0066717533D5E2E950ef2E11835f9CDDf572634d, 141569000000000
0x591420f428091aDCF039D94fD5d318Cf8fC1eDbB, 593993000000000
0x6a4a8fCf778Bfe4f2d85B1aA9B3e136D82056a37, 522022000000000
0xdd7208cb0bb6c1475D977CA483Ab143641A0E701, 224720000000000
0xAf1e553C9B455aB00266fD191BE92EeaC410f1cd, 1734269000000000
0x9A0ef6a0cF6c63e74834a3CB6F0fC845b0032995, 182088000000000
0xD7403055ACBd8e98C538249122a8388f38AE3287, 1330287000000000
0xb29A610B37b85Cea4f7D54504138cB7848667f28, 48736000000000
0x74f60FC2C908E3cA0782064163a033eA0c9094eb, 984846000000000
0x81f7005ecadc65785FA84fea6817e287b0210e29, 428380000000000
0x0eA15173f9dd9274c3Cf63DCC3d3F6b3EDeEA4a2, 4012553000000000
0xc5967D2b29732b9C7da64decB4585cb1C0398a89, 88903000000000
0x029AE1191745484Ea5DeBEe159aB3667d65a8f40, 420713000000000
0xdB24416D017e66af41D956Ce19b48EBcA3543480, 1025092000000000
0x7eB948090b2c22BbC8892F33Dce0aa929D0E622F, 233558000000000
0xC66c6B6E6120A1c4612292c79949Eb7E9C7c138F, 389102000000000
0x957CE37BB1eF603E45683CeC5555cC38f731B6c0, 985450000000000
0x1aFd839B79Fc2E605c34F96F5D3aD2fcdEe640BE, 769795000000000
0x388F955D12A51b980A3983210df0A64b290a2af0, 123161000000000
0xbDbd4E2Ab890A041AA778508932b0A91C9695Bcc, 763107000000000
0x962Aa16A4aF88ec08b9076645045621DBEb8A747, 495197000000000
0x88d560b2EBaf2A2A2Ff42f2E6233AAA8b2e924F6, 354256000000000
0x029575c7D627C0ee7d60c021A7CAE29c10500877, 407356000000000
0x12CC4d55d91bf402E9708bfa3BcdE6b43CbA81E9, 74297000000000
0x8F2050985988e42729A6936Ecb86Ed1d22D88C41, 379374000000000
0x5DC89E29E597D51E0b91825755161AD2915af974, 204275000000000
0xEb1B4b3cAAcb96aA73Ef0F33f1A73Df7A555F449, 32297000000000
0xBe9A6102608b3EAdE0E73ca4f11cd7Eb74b24cB5, 90742000000000
0x0a6a64662B7F217C94f165a62aa4D41D99a7c002, 10165471000000000
0x041C7cEBb28a92487B127b4DcB1957086E67fF45, 2502763000000000
0xACf9b333455a35689d03a4f4191a1471D5f8D2bb, 45374000000000
0xbF33ac5A592F44a87D3Fb2a0A06Ca4f7D841A9BD, 287193000000000
0x1b34b558180864a52969ABD357a2Bf1fefE3D0d5, 215045000000000
0xF4394073657f45CF9A8a666243733562ed2EE213, 163280000000000
0xd1f31d742fA33091345397668EcD5361748C35b2, 126676000000000
0x89717AfC2ACB5b2aA0E9AE59e59af506Cd5b8e15, 2044731000000000
0x0ED347Cf8c17147d4030578ff31c3fA3E805BdbA, 74111000000000
0x8940841b7cD869Ead4367D44C6Af71c3a65bFA47, 440074000000000
0x6c4A38b4B0E09e53CCA4d60b985E5661B2C976cd, 112144000000000
0xf09b70fF8a7d6992B488404d8a5b9DD5ecAC835a, 505369000000000
0x3292061a6E41e85142f489B2B108A570BbE0fCb8, 1666832000000000
0x4A9a8213F80C18A0c55A2768c0f0E859703f8fA7, 878780000000000
0x9E2B1CbFFa19B9D674075396ED48b102deAD2bC7, 500165000000000
0x8EBbcc44Bc4FD6C259D38133EB7116D6f6065aaA, 1200643000000000
0x46c133CCe279Ca5006005358D75028000CfF2C0e, 479982000000000
0x437557805d62e64B524823D1d1Da9F7A5FcF03e1, 68038000000000
0xB36b3F09c23668e86Cb7aABE8665A36cf6F51903, 94402000000000
0x1C955e3550f788eB6658b1997F53bc5FF6B4f716, 135920000000000
0xB1714f065da4bD5E346846a4d7bEC28C5c14A4a7, 712558000000000
0xD9f3002FF76D3e9A73B2446D075B69313D2EFD5a, 40605000000000
0xBF82D1e47d0D6b2bED53C6f41222fE3171F380DA, 1035205000000000
0x9627B8C65958c2D4DC73Cd4AdC896cCd45f426EC, 90356000000000
0x2b9B3Bf27ae89500D8c1fFA972cdDa88EA99a900, 1765585000000000
0x4F99C92c59b65957318259BEdb33f5911A741244, 268372000000000
0x0b2cE747EAa2fC4B154Aed5D0dC693c63B5Db1b2, 165444000000000
0x61e6C945A27e735256bCE698e9A56a2565A3AfeC, 5457064000000000
0xCe9675F2352DeccB26859fBd67f30C46d166D6c1, 1404438000000000
0x9ff52c13653bA63ecC7291741FD7e168bF3691C3, 59319000000000
0x1970C7578c886Aff55050f414E10014ddbaf91cc, 73403000000000
0x568fDD48aBC5B59BdF5dA6cd76D2DCE9A9a9aC97, 149998000000000
0x97857E40941484DE60a8be74947103d0D7c68Df3, 61865000000000
0xd8067e427D6f11A7353183b4BDE61De4d61b1a0f, 505000000000000
0xfe27AECd825b70DCAa179dCB2eF3ea3da48874bE, 101582000000000
0x615de900c09264d8DB784Bd6eeeA32EFDB42e946, 520769000000000
0x4DC5B8860F1D4194e45bdb88208360FE401B4adD, 3050534000000000
0x6E18b76C066f68E8Fc107a7D18c35EEFC9B6bC51, 75533000000000
0x7e719bFA8fAD1D10f98f77cE82b12E9E0303B5D5, 519146000000000
0x3c3e66C09347B84DF818791Bd03382aFc7270F1B, 51518000000000
0xFE28Cd13737FC1B21C93c8Ce7161B3b87A530841, 580615000000000
0xb61cA545188EE45993E76eDdfE9Eee9fBc00DF2A, 1179115000000000
0xff2c246f3C5335f1e2c1D7BA936003e23Cc8C973, 780234000000000
0x1BB027474654033E147cD749F269Ac818c00A256, 55999000000000
0xcf3DaD20b48d5b85CCbfF2CdEBb74506E3208e3D, 180408000000000
0x810795e3d641fc8A6B465a811D1a9A449A1327D0, 571889000000000
0xB3351c973DBa35151100a9a87c1550c347Be3D61, 384513000000000
0xc529Eff153988FDaF21460694e1f30A2f3A880A5, 178593000000000
0x7B210328E85c400E5A95684A2F0539BD8c35091E, 54343000000000
0xC21785dC23F9C6bA623c1b7eEf2b2FacAAaF858c, 930023000000000
0xbeBf91ED23f925537BC44f6505e340CBE4d9e48A, 105872000000000
0xeDfCCB87089f79caD6FCF7321079A6F5424D02a4, 158700000000000
0x9d62b65Bd729e87FBd538d9fF9cA431991d1197C, 579496000000000
0x0De815130813403f5c944f012747364D5A0AC9eC, 103446000000000
0x20E849c39a898ACF0C077A879cFC0CeE9486819c, 1409056000000000
0x5bfbc3e3D98a0E6b5764af15Cdf6F5E6a9CF7753, 437382000000000
0x453b96462adfe598FEdA8E09FAF24702f25A8B7C, 601746000000000
0xC8571cA71b0854CD92A8f22A02A7B0ED54b15C96, 497687000000000
0x74f6662AA8Bb9Ac76E2f092378A6d7107be9bb6d, 1164818000000000
0x05bE802e949155D78F51968821aB8eA0483d5ECE, 537763000000000
0x025491C0943cAB6c7C2BA01ebBF31CB0354679E7, 21052000000000
0x7f919d0b79415C5854fBD88478fA2EA2f3C5c92A, 355398000000000
0x6bB3A7CfF639e2874F1663BdC4e212ca95F98A51, 114464000000000
0xC8b1fAD342ECb3bB789B3CcF2B234e0c21d29E31, 141346000000000
0x4Bc74f07F7A34daf11436CE99070727328090C6d, 174874000000000
0xfE9Fa20297a86E9D69446ac329669D34A2d3f36B, 103447000000000
0xEc7061B0B0F65B68B550B2beDc6c445fd3E0c0C7, 41191000000000
0x34ad62b9c66F3e53E91924c57b26f5767f7110cf, 2099998000000000
0x603FFB0203BaE493E15f83b05Fa89Ac8c56855Ab, 232991000000000
0x088ED9d6a44BCE7DdCa1122d2f0b72A076D81F3a, 507858000000000
0x85423F108Bf99e1396A0868c9a1c2bEfcA4067C6, 1280017000000000
0xb23590f25533427FfAE720F5B694b09d4BBfA5d8, 50000000000000
0xcAAe645F0FD06B7Db0B9D3576b60c3C634E989dF, 125270000000000
0x6ce8F7E1b79BFb62a0318DB972edAC33C621f5f8, 7938191000000000
0x44623e152599096d176AcC00e2DFBe78952C01D0, 87313000000000
0x03a471d6bC5d1b17a54C13dcE9A635325c46e417, 1036662000000000
0x69D4be71E9D5B7476241c5cdEC87dD74A69191a7, 1221864000000000
0x05ccc69EE7EE8105C643104556C02aC1682C3277, 175227000000000
0x56390bd203aC76283965c55A4762fb42Bf533713, 45016000000000
0x1e242A8a131B1E56E638f3627211cE48CA8dbd76, 18224000000000
0x2CaAC5153A999A3F1aa4cB5e0C571fDA504f0984, 1131949000000000
0xEdfE5B261738E126F233c7205772208c8c59aA82, 529328000000000
0xeEcA2eee9D6c895267Dec9fC1c8e1e62c99E79b6, 61462000000000
0xb97fe81b1d7d8E1043c4424285F729A678DF8F73, 206360000000000
0xBdEa41E9d134aF75dd79130E84B61d9621fAFa39, 420496000000000
0x4B1095083F3a040fB0b9b7191377291e654662C6, 2361398000000000
0x4404FE8D9b1A23096F2F0521F43cF8cF01B3496c, 900155000000000
0xF73EdC69e07a9E564317F465Bee8D31c8CA14113, 53031000000000
0x8ac4E06a62585011407ACf5B3325E9e33AfF27B1, 279628000000000
0x38c990D954639BAd8E042579a26b6806d1a7FfCc, 557194000000000
0x455F1B7e02C2FAc4aD325759cBCA7881Cd0ED24F, 60032000000000
0x85a4d0Fef75328bCA971832DAFCB48aC38279f14, 367489000000000
0x35D586009D2c521bDcD190D7Dc83D39A07584c0E, 306167000000000
0x7a2666971E5a0257C3be37E145B1d33EFf494bEA, 421343000000000
0xC202A7371dBDBF01C7d350Bc270F1b0668e753C9, 475342000000000
0x4Cf62C2B5508A4DA0972b7C18Cd2fe31361372C8, 5060010000000000
0x2940C7ad22087CBc28D07224473c01770D20f2d8, 299610000000000
0x15B6d44c38f0f7fEdd24692E73B6B7f5818AC1bc, 301858000000000
0xD361F1837097A97a8d51e88d6Cdf3898CB48932d, 1505506000000000
0x53bB230950d88DfC6CB2ac53f9DcA0c5Fbf49375, 174921000000000
0x9309fad0eA086A36591572EfDc5F68b26933eD49, 3824936000000000
0xb1654CA35937F5DE501173B03cDbb9FC76a0402f, 18856000000000
0x01c5921A354c28DC89D3E9774C54f9AD0D94E05D, 301198000000000
0xc6583135bc73D07982A7020342B445ac0ee50AA8, 185627000000000
0x9D8A74830415BEd228Aa725d626896eFcE2afe67, 300000000000000
0x50A952C5a12FA407591Be3d268803CECF197D9B6, 16628000000000
0x809658C46cFF07ea5Fb0aF2e45C6D37FcA06e58E, 138205000000000
0xA0c73E19b56cdf5D76840dDaea70B6c33af5fE6a, 1886867000000000
0x3EeF61f288AE9Fc32F924E97BD3a9f98BC44A494, 10315285000000000
0x63A2a4995E4Eb6cEccCBA05D5c859A11226DFaCF, 44177000000000
0x07cC267794C5e345ceA3667cDca726Bf3e449Da9, 111016000000000
0xfC1cfdd8B33b42080bAC1408D63007c0078b4dF9, 80028000000000
0x0f06c0b3a9E02FC5e4fa77157A20D591c519C768, 118334000000000
0x94e742F51CD4B67A51804109Afb63F1AF6B7C49B, 337641000000000
0xb30103868d21FC371a9775727D6E9FB4cD832275, 230123000000000
